Date,Location/City,Latitude,Longitude,Temp_Max,Temp_Min,Temp_Mean,Precipitation,Humidity,Wind_speed,Pressure,Weather_Condition,Cloud_Cover,UV_Index_Proxy
2023-10-12,Ho Chi Minh City,10.76,106.66,31.8,23.6,26.9,18.6,88.0,10.8,1010.4,Heavy rain,81.08,16.94
2023-10-13,Ho Chi Minh City,10.76,106.66,31.0,23.5,26.5,7.5,87.58,17.2,1009.89,Moderate rain,92.83,20.83
2023-10-14,Ho Chi Minh City,10.76,106.66,30.7,24.3,26.8,7.5,87.96,12.2,1008.35,Moderate rain,92.62,17.6
2023-10-15,Ho Chi Minh City,10.76,106.66,29.9,23.8,26.3,18.1,88.75,8.3,1007.26,Moderate rain,99.75,14.44
2023-10-16,Ho Chi Minh City,10.76,106.66,30.1,24.0,25.9,31.3,88.67,18.1,1007.99,Heavy rain,96.83,12.69
2023-10-17,Ho Chi Minh City,10.76,106.66,30.9,23.7,26.3,17.8,88.79,11.3,1008.82,Moderate rain,95.96,15.81
2023-10-18,Ho Chi Minh City,10.76,106.66,31.0,24.0,26.6,14.8,88.79,12.7,1009.66,Moderate rain,99.17,17.85
2023-10-19,Ho Chi Minh City,10.76,106.66,31.8,24.3,27.2,14.3,87.71,11.0,1009.62,Moderate rain,89.67,20.66
2023-10-20,Ho Chi Minh City,10.76,106.66,32.0,24.7,27.7,9.1,84.96,12.0,1009.64,Moderate rain,68.71,21.61
2023-10-21,Ho Chi Minh City,10.76,106.66,30.9,24.5,26.6,9.7,87.67,16.1,1010.85,Moderate rain,63.62,19.39
2023-10-22,Ho Chi Minh City,10.76,106.66,31.9,24.0,26.8,19.0,85.5,18.0,1011.04,Heavy rain,78.75,21.31
2023-10-23,Ho Chi Minh City,10.76,106.66,30.0,23.9,25.9,16.4,89.12,13.8,1010.76,Heavy rain,90.75,14.5
2023-10-24,Ho Chi Minh City,10.76,106.66,31.7,22.9,27.1,4.5,83.67,12.3,1009.74,Moderate rain,78.75,21.86
2023-10-25,Ho Chi Minh City,10.76,106.66,30.5,24.1,26.5,18.2,88.58,14.6,1010.21,Heavy rain,62.79,18.14
2023-10-26,Ho Chi Minh City,10.76,106.66,31.2,24.2,27.0,7.8,86.58,10.6,1010.23,Moderate rain,46.83,20.27
2023-10-27,Ho Chi Minh City,10.76,106.66,31.2,24.6,27.5,9.2,85.54,9.7,1009.84,Moderate rain,62.04,19.72
2023-10-28,Ho Chi Minh City,10.76,106.66,31.3,24.0,27.1,1.1,86.96,14.8,1009.43,Light drizzle,93.58,19.32
2023-10-29,Ho Chi Minh City,10.76,106.66,30.6,24.5,26.5,17.7,90.08,14.0,1008.99,Heavy rain,98.29,15.72
2023-10-30,Ho Chi Minh City,10.76,106.66,31.1,24.0,26.8,6.3,88.12,14.0,1008.73,Moderate rain,83.21,19.27
2023-10-31,Ho Chi Minh City,10.76,106.66,32.0,24.1,26.7,10.1,88.75,20.5,1009.4,Heavy rain,72.79,18.38
2023-11-01,Ho Chi Minh City,10.76,106.66,31.8,24.1,26.8,3.7,87.79,12.6,1009.55,Moderate rain,74.88,19.7
2023-11-02,Ho Chi Minh City,10.76,106.66,31.8,23.8,26.9,5.9,86.29,12.8,1009.21,Moderate rain,81.54,21.07
2023-11-03,Ho Chi Minh City,10.76,106.66,30.9,24.2,26.8,11.3,87.17,13.4,1008.07,Moderate rain,92.88,17.97
2023-11-04,Ho Chi Minh City,10.76,106.66,31.6,24.1,27.6,0.2,84.88,10.2,1008.16,Light drizzle,82.17,20.62
2023-11-05,Ho Chi Minh City,10.76,106.66,31.9,25.3,27.5,5.2,86.04,14.7,1009.29,Moderate rain,72.58,19.15
2023-11-06,Ho Chi Minh City,10.76,106.66,32.1,24.1,27.7,0.2,84.04,15.5,1009.4,Light drizzle,94.08,20.92
2023-11-07,Ho Chi Minh City,10.76,106.66,30.4,25.0,27.0,10.2,86.12,14.7,1009.45,Moderate rain,90.12,13.55
2023-11-08,Ho Chi Minh City,10.76,106.66,31.6,24.0,27.4,1.2,84.67,15.2,1009.04,Moderate drizzle,71.58,18.97
2023-11-09,Ho Chi Minh City,10.76,106.66,31.9,24.6,27.5,14.8,84.58,12.6,1009.52,Moderate rain,79.83,19.2
2023-11-10,Ho Chi Minh City,10.76,106.66,29.5,23.9,26.4,2.2,88.67,11.4,1010.62,Moderate drizzle,87.04,10.7
2023-11-11,Ho Chi Minh City,10.76,106.66,32.0,24.0,27.5,1.3,83.5,15.8,1010.55,Moderate drizzle,29.75,19.64
2023-11-12,Ho Chi Minh City,10.76,106.66,31.5,23.8,27.2,5.1,85.71,8.9,1010.73,Moderate rain,57.79,18.98
2023-11-13,Ho Chi Minh City,10.76,106.66,32.5,23.6,27.7,1.1,84.08,13.5,1010.03,Moderate drizzle,65.83,20.82
2023-11-14,Ho Chi Minh City,10.76,106.66,32.0,24.3,27.0,2.3,86.96,12.8,1010.59,Slight rain,81.08,16.44
2023-11-15,Ho Chi Minh City,10.76,106.66,30.4,24.2,26.6,25.2,88.17,12.3,1010.96,Heavy rain,94.96,15.0
2023-11-16,Ho Chi Minh City,10.76,106.66,30.1,24.0,26.9,0.4,87.25,14.0,1011.68,Light drizzle,99.0,13.63
2023-11-17,Ho Chi Minh City,10.76,106.66,31.4,23.7,26.7,6.1,84.58,14.9,1011.78,Moderate rain,63.5,18.59
2023-11-18,Ho Chi Minh City,10.76,106.66,30.8,22.5,26.1,0.0,72.17,15.7,1011.08,Overcast,73.38,21.46
2023-11-19,Ho Chi Minh City,10.76,106.66,30.0,21.1,25.6,0.0,75.67,12.0,1010.89,Overcast,85.42,18.93
2023-11-20,Ho Chi Minh City,10.76,106.66,30.5,22.4,26.4,0.0,77.17,10.5,1010.14,Overcast,94.17,19.62
2023-11-21,Ho Chi Minh City,10.76,106.66,30.9,22.9,26.8,0.3,78.96,11.4,1009.1,Light drizzle,98.5,18.47
2023-11-22,Ho Chi Minh City,10.76,106.66,31.0,22.7,26.8,0.0,82.08,11.6,1008.15,Overcast,79.25,17.42
2023-11-23,Ho Chi Minh City,10.76,106.66,29.6,24.5,26.7,0.3,85.54,9.0,1008.21,Light drizzle,91.12,9.52
2023-11-24,Ho Chi Minh City,10.76,106.66,28.1,23.9,25.6,0.5,86.54,10.4,1008.88,Light drizzle,100.0,6.8
2023-11-25,Ho Chi Minh City,10.76,106.66,31.0,22.2,26.1,10.4,79.33,10.1,1008.83,Moderate rain,97.62,15.83
2023-11-26,Ho Chi Minh City,10.76,106.66,31.0,23.6,26.6,0.5,86.25,10.6,1009.6,Light drizzle,99.75,14.7
2023-11-27,Ho Chi Minh City,10.76,106.66,31.1,23.6,27.1,0.0,78.67,12.7,1008.8,Overcast,94.04,16.86
2023-11-28,Ho Chi Minh City,10.76,106.66,31.4,21.5,26.5,0.1,72.25,13.1,1008.73,Light drizzle,59.04,19.5
2023-11-29,Ho Chi Minh City,10.76,106.66,32.5,23.4,27.0,6.8,79.0,13.2,1008.59,Moderate rain,88.21,18.75
2023-11-30,Ho Chi Minh City,10.76,106.66,31.6,23.3,26.9,9.4,85.88,14.8,1009.44,Moderate rain,96.5,17.7
2023-12-01,Ho Chi Minh City,10.76,106.66,32.0,24.6,27.9,0.3,80.46,11.7,1008.6,Light drizzle,83.88,18.76
2023-12-02,Ho Chi Minh City,10.76,106.66,29.1,23.3,26.5,2.7,82.62,7.6,1009.24,Dense drizzle,100.0,8.4
2023-12-03,Ho Chi Minh City,10.76,106.66,30.4,24.4,26.9,5.9,84.17,7.6,1009.48,Slight rain,97.08,12.95
2023-12-04,Ho Chi Minh City,10.76,106.66,32.0,23.5,27.1,0.0,84.33,15.5,1009.5,Overcast,66.08,18.21
2023-12-05,Ho Chi Minh City,10.76,106.66,32.0,23.6,27.5,1.1,81.38,11.2,1009.07,Moderate drizzle,76.96,19.13
2023-12-06,Ho Chi Minh City,10.76,106.66,31.3,24.0,27.4,0.9,82.92,12.6,1009.91,Light drizzle,70.04,16.88
2023-12-07,Ho Chi Minh City,10.76,106.66,31.8,24.0,27.4,0.3,81.04,11.6,1009.91,Light drizzle,55.96,19.68
2023-12-08,Ho Chi Minh City,10.76,106.66,31.0,23.7,27.1,0.0,80.96,13.7,1010.06,Overcast,92.04,14.66
2023-12-09,Ho Chi Minh City,10.76,106.66,32.0,23.9,27.5,0.2,78.96,14.7,1009.38,Light drizzle,86.42,18.26
2023-12-10,Ho Chi Minh City,10.76,106.66,32.7,24.0,27.9,0.3,73.46,14.9,1008.46,Light drizzle,49.5,18.62
2023-12-11,Ho Chi Minh City,10.76,106.66,33.9,23.0,28.0,0.0,71.38,15.5,1008.95,Overcast,64.0,21.09
2023-12-12,Ho Chi Minh City,10.76,106.66,34.3,23.4,28.5,0.0,66.71,14.5,1008.72,Overcast,49.79,20.64
2023-12-13,Ho Chi Minh City,10.76,106.66,33.5,23.0,28.5,0.3,68.71,12.8,1009.68,Light drizzle,68.75,18.48
2023-12-14,Ho Chi Minh City,10.76,106.66,35.3,24.7,29.5,0.0,65.21,16.7,1010.2,Overcast,74.92,20.61
2023-12-15,Ho Chi Minh City,10.76,106.66,34.5,24.2,28.9,0.0,65.17,14.8,1009.85,Overcast,68.67,20.17
2023-12-16,Ho Chi Minh City,10.76,106.66,33.3,24.4,28.6,0.6,68.46,14.5,1009.87,Light drizzle,67.79,19.62
2023-12-17,Ho Chi Minh City,10.76,106.66,34.2,23.7,28.7,0.2,68.46,13.0,1009.96,Light drizzle,42.17,19.71
2023-12-18,Ho Chi Minh City,10.76,106.66,33.5,23.7,28.0,4.0,72.75,14.8,1010.52,Moderate rain,61.29,18.8
2023-12-19,Ho Chi Minh City,10.76,106.66,33.9,23.4,28.3,0.4,68.54,14.8,1010.22,Light drizzle,83.71,18.9
2023-12-20,Ho Chi Minh City,10.76,106.66,33.8,23.6,27.8,9.3,65.38,16.0,1009.68,Moderate rain,70.67,19.21
2023-12-21,Ho Chi Minh City,10.76,106.66,34.4,25.1,28.8,0.0,55.96,23.6,1009.74,Overcast,77.92,19.77
2023-12-22,Ho Chi Minh City,10.76,106.66,32.5,24.2,27.5,1.0,58.67,25.3,1011.42,Moderate drizzle,92.83,15.54
2023-12-23,Ho Chi Minh City,10.76,106.66,33.1,24.2,27.2,0.0,57.04,23.4,1012.3,Overcast,92.0,14.8
2023-12-24,Ho Chi Minh City,10.76,106.66,32.3,24.8,27.3,0.0,62.5,16.3,1013.46,Overcast,97.0,14.8
2023-12-25,Ho Chi Minh City,10.76,106.66,32.3,23.1,27.2,0.0,60.08,15.1,1012.55,Overcast,75.21,19.49
2023-12-26,Ho Chi Minh City,10.76,106.66,32.3,22.0,27.1,0.0,61.33,11.4,1012.92,Overcast,58.29,20.47
2023-12-27,Ho Chi Minh City,10.76,106.66,32.7,22.6,27.5,0.2,67.38,10.6,1012.86,Light drizzle,58.42,18.74
2023-12-28,Ho Chi Minh City,10.76,106.66,33.8,23.6,28.3,0.8,73.33,12.1,1011.61,Light drizzle,40.71,19.43
2023-12-29,Ho Chi Minh City,10.76,106.66,33.4,24.6,28.4,0.2,75.88,10.4,1010.39,Light drizzle,43.71,19.25
2023-12-30,Ho Chi Minh City,10.76,106.66,33.3,24.5,28.7,0.1,72.75,12.6,1009.67,Light drizzle,49.12,19.24
2023-12-31,Ho Chi Minh City,10.76,106.66,33.6,24.2,28.3,0.3,72.12,16.1,1010.13,Light drizzle,83.42,19.33
2024-01-01,Ho Chi Minh City,10.76,106.66,33.4,24.0,28.1,0.0,72.42,14.7,1009.92,Overcast,98.62,19.23
2024-01-02,Ho Chi Minh City,10.76,106.66,33.3,23.5,28.1,0.1,73.21,15.6,1009.65,Light drizzle,62.29,19.86
2024-01-03,Ho Chi Minh City,10.76,106.66,33.4,24.2,28.3,0.2,71.71,15.4,1009.72,Light drizzle,43.88,19.66
2024-01-04,Ho Chi Minh City,10.76,106.66,33.5,23.4,27.9,0.0,67.42,15.5,1010.12,Overcast,36.42,20.02
2024-01-05,Ho Chi Minh City,10.76,106.66,32.8,23.3,27.5,0.0,70.12,13.6,1010.98,Overcast,98.17,18.46
2024-01-06,Ho Chi Minh City,10.76,106.66,33.6,23.1,28.0,0.6,70.42,11.6,1010.61,Moderate drizzle,68.92,20.02
2024-01-07,Ho Chi Minh City,10.76,106.66,33.0,24.2,28.0,0.0,74.71,15.2,1010.98,Overcast,67.33,19.62
2024-01-08,Ho Chi Minh City,10.76,106.66,31.2,23.8,27.5,0.6,72.58,9.5,1010.82,Light drizzle,94.12,16.44
2024-01-09,Ho Chi Minh City,10.76,106.66,32.8,23.8,27.9,0.1,70.88,11.7,1010.0,Light drizzle,70.54,20.43
2024-01-10,Ho Chi Minh City,10.76,106.66,33.5,23.6,28.0,0.0,69.92,15.6,1009.48,Overcast,56.67,19.76
2024-01-11,Ho Chi Minh City,10.76,106.66,33.5,23.6,27.9,0.1,69.67,16.1,1009.88,Light drizzle,70.21,19.74
2024-01-12,Ho Chi Minh City,10.76,106.66,32.9,22.5,26.9,0.0,70.54,18.6,1009.8,Overcast,77.17,20.06
2024-01-13,Ho Chi Minh City,10.76,106.66,32.0,22.1,26.8,0.0,68.5,13.5,1010.09,Overcast,89.46,18.31
2024-01-14,Ho Chi Minh City,10.76,106.66,32.2,21.8,26.7,0.0,65.33,12.2,1010.75,Overcast,93.92,19.43
2024-01-15,Ho Chi Minh City,10.76,106.66,33.0,21.9,27.2,0.0,65.58,11.9,1010.22,Overcast,82.46,19.59
2024-01-16,Ho Chi Minh City,10.76,106.66,33.2,22.9,27.8,0.0,64.12,14.8,1009.92,Overcast,60.96,20.75
2024-01-17,Ho Chi Minh City,10.76,106.66,33.1,24.0,28.2,0.0,62.88,13.7,1009.83,Overcast,60.0,20.67
2024-01-18,Ho Chi Minh City,10.76,106.66,34.0,24.2,28.4,0.0,64.67,15.3,1009.68,Overcast,84.25,19.82
2024-01-19,Ho Chi Minh City,10.76,106.66,33.0,23.6,28.0,0.0,64.58,14.1,1009.69,Overcast,59.38,20.02
2024-01-20,Ho Chi Minh City,10.76,106.66,33.0,23.2,27.1,0.0,70.79,17.9,1010.32,Overcast,97.25,18.87
2024-01-21,Ho Chi Minh City,10.76,106.66,32.8,23.4,27.5,0.0,69.0,15.8,1011.27,Overcast,90.54,19.62
2024-01-22,Ho Chi Minh City,10.76,106.66,34.0,23.6,28.2,0.0,62.08,13.8,1011.44,Overcast,60.46,20.59
2024-01-23,Ho Chi Minh City,10.76,106.66,34.0,24.1,28.4,0.0,59.12,16.8,1012.15,Overcast,36.67,21.55
2024-01-24,Ho Chi Minh City,10.76,106.66,33.5,23.6,28.2,0.0,61.75,14.0,1012.76,Overcast,65.0,21.2
2024-01-25,Ho Chi Minh City,10.76,106.66,33.7,23.6,28.3,0.0,57.38,13.4,1014.15,Overcast,45.54,21.78
2024-01-26,Ho Chi Minh City,10.76,106.66,33.0,24.0,27.9,0.0,60.21,15.1,1014.75,Overcast,42.5,21.89
2024-01-27,Ho Chi Minh City,10.76,106.66,33.4,22.7,27.6,0.0,61.96,15.9,1014.07,Overcast,24.29,22.13
2024-01-28,Ho Chi Minh City,10.76,106.66,33.5,23.0,27.9,0.0,55.88,14.9,1013.94,Overcast,84.42,22.23
2024-01-29,Ho Chi Minh City,10.76,106.66,33.4,22.7,27.8,0.0,55.71,14.8,1013.46,Overcast,79.0,21.82
2024-01-30,Ho Chi Minh City,10.76,106.66,34.4,23.8,28.1,0.0,56.96,19.4,1013.05,Overcast,74.83,20.48
2024-01-31,Ho Chi Minh City,10.76,106.66,34.0,23.5,28.0,0.0,62.83,18.1,1012.91,Overcast,85.62,20.28
2024-02-01,Ho Chi Minh City,10.76,106.66,33.5,23.8,28.0,0.3,65.38,17.7,1013.01,Light drizzle,74.21,20.08
2024-02-02,Ho Chi Minh City,10.76,106.66,33.5,23.5,27.6,0.0,70.0,19.2,1012.11,Overcast,56.96,18.31
2024-02-03,Ho Chi Minh City,10.76,106.66,34.4,23.9,27.7,0.0,68.12,21.6,1012.22,Partly cloudy,19.46,20.62
2024-02-04,Ho Chi Minh City,10.76,106.66,34.3,23.6,27.8,0.0,71.58,19.0,1012.65,Overcast,33.67,19.95
2024-02-05,Ho Chi Minh City,10.76,106.66,33.5,24.5,28.0,0.5,73.62,17.6,1012.78,Light drizzle,60.75,17.62
2024-02-06,Ho Chi Minh City,10.76,106.66,34.6,24.3,28.3,0.0,70.12,22.5,1012.78,Overcast,39.96,19.83
2024-02-07,Ho Chi Minh City,10.76,106.66,32.7,24.5,28.1,1.4,72.71,16.3,1011.72,Moderate drizzle,54.17,18.87
2024-02-08,Ho Chi Minh City,10.76,106.66,32.4,24.4,27.6,0.3,72.71,18.5,1010.87,Light drizzle,63.62,18.72
2024-02-09,Ho Chi Minh City,10.76,106.66,34.8,24.0,28.5,0.0,69.21,17.3,1012.15,Overcast,55.54,22.14
2024-02-10,Ho Chi Minh City,10.76,106.66,34.6,23.9,28.8,0.0,63.67,15.9,1013.52,Overcast,58.88,23.27
2024-02-11,Ho Chi Minh City,10.76,106.66,33.7,23.1,28.7,0.0,55.79,13.4,1014.77,Overcast,29.12,23.23
2024-02-12,Ho Chi Minh City,10.76,106.66,33.7,21.8,27.9,0.0,53.83,16.7,1014.19,Overcast,18.0,23.5
2024-02-13,Ho Chi Minh City,10.76,106.66,35.5,23.7,28.8,0.0,55.54,22.5,1012.72,Overcast,34.17,19.78
2024-02-14,Ho Chi Minh City,10.76,106.66,35.8,25.1,29.7,0.0,56.75,19.6,1011.74,Overcast,50.46,19.5
2024-02-15,Ho Chi Minh City,10.76,106.66,36.3,25.5,29.9,0.1,55.62,21.4,1011.73,Light drizzle,49.21,21.14
2024-02-16,Ho Chi Minh City,10.76,106.66,36.5,24.9,29.4,0.0,56.54,20.5,1011.46,Partly cloudy,9.96,22.73
2024-02-17,Ho Chi Minh City,10.76,106.66,35.5,23.5,28.5,0.0,56.29,21.1,1010.72,Overcast,67.25,23.97
2024-02-18,Ho Chi Minh City,10.76,106.66,35.7,23.7,28.7,0.0,62.12,22.1,1010.74,Overcast,47.58,22.28
2024-02-19,Ho Chi Minh City,10.76,106.66,35.3,25.0,28.8,0.0,67.83,21.3,1011.01,Overcast,48.79,21.06
2024-02-20,Ho Chi Minh City,10.76,106.66,34.8,24.6,28.6,0.0,69.33,21.7,1010.62,Overcast,72.17,20.94
2024-02-21,Ho Chi Minh City,10.76,106.66,34.8,24.1,28.4,0.0,72.08,20.7,1010.4,Overcast,31.58,20.67
2024-02-22,Ho Chi Minh City,10.76,106.66,35.7,23.4,28.1,0.0,71.67,22.9,1011.29,Clear sky,4.46,23.59
2024-02-23,Ho Chi Minh City,10.76,106.66,34.8,24.4,28.6,0.2,71.38,23.5,1011.52,Light drizzle,47.21,21.71
2024-02-24,Ho Chi Minh City,10.76,106.66,35.5,24.8,29.1,1.3,66.54,19.0,1011.16,Moderate drizzle,8.54,22.55
2024-02-25,Ho Chi Minh City,10.76,106.66,35.6,24.3,29.0,0.0,60.96,18.6,1010.46,Overcast,24.67,22.23
2024-02-26,Ho Chi Minh City,10.76,106.66,36.7,24.0,29.5,0.0,56.38,24.3,1010.59,Overcast,29.42,24.07
2024-02-27,Ho Chi Minh City,10.76,106.66,35.3,25.2,29.4,1.1,61.92,18.3,1010.07,Moderate drizzle,50.17,19.94
2024-02-28,Ho Chi Minh City,10.76,106.66,36.2,24.4,29.0,0.0,59.38,25.3,1009.32,Overcast,80.62,23.41
2024-02-29,Ho Chi Minh City,10.76,106.66,36.5,24.8,29.5,0.0,55.29,20.6,1009.48,Overcast,36.5,22.54
2024-03-01,Ho Chi Minh City,10.76,106.66,35.5,25.0,29.3,0.0,58.04,17.5,1009.88,Overcast,14.96,22.67
2024-03-02,Ho Chi Minh City,10.76,106.66,36.0,25.4,29.6,0.2,59.29,20.2,1009.75,Light drizzle,57.79,23.38
2024-03-03,Ho Chi Minh City,10.76,106.66,36.0,25.1,29.2,0.0,61.33,20.5,1009.74,Overcast,40.33,22.86
2024-03-04,Ho Chi Minh City,10.76,106.66,36.0,25.1,29.1,0.0,65.0,22.1,1009.28,Overcast,45.5,23.39
2024-03-05,Ho Chi Minh City,10.76,106.66,35.2,25.1,29.2,0.0,70.25,15.1,1008.53,Partly cloudy,20.5,19.6
2024-03-06,Ho Chi Minh City,10.76,106.66,36.0,25.0,29.4,0.0,71.33,15.3,1007.53,Overcast,57.79,17.62
2024-03-07,Ho Chi Minh City,10.76,106.66,35.2,25.6,29.0,0.3,72.12,21.5,1007.66,Light drizzle,75.33,16.93
2024-03-08,Ho Chi Minh City,10.76,106.66,37.2,25.2,29.9,0.0,59.83,21.7,1008.58,Overcast,35.29,24.96
2024-03-09,Ho Chi Minh City,10.76,106.66,36.2,25.0,29.4,0.0,59.12,24.4,1009.32,Overcast,67.29,24.36
2024-03-10,Ho Chi Minh City,10.76,106.66,37.5,25.5,29.8,0.0,57.0,29.6,1011.05,Overcast,83.5,23.47
2024-03-11,Ho Chi Minh City,10.76,106.66,37.0,24.5,30.0,0.0,55.29,25.4,1011.22,Overcast,30.29,24.68
2024-03-12,Ho Chi Minh City,10.76,106.66,37.5,25.5,30.0,0.0,59.75,25.3,1010.84,Overcast,61.79,24.15
2024-03-13,Ho Chi Minh City,10.76,106.66,35.2,25.4,29.5,0.2,62.21,19.2,1010.89,Light drizzle,90.67,22.82
2024-03-14,Ho Chi Minh City,10.76,106.66,36.2,25.6,29.5,0.5,64.92,21.7,1010.66,Light drizzle,32.83,23.63
2024-03-15,Ho Chi Minh City,10.76,106.66,35.7,24.6,29.0,0.0,63.79,22.5,1010.87,Overcast,74.33,25.14
2024-03-16,Ho Chi Minh City,10.76,106.66,37.0,24.4,29.3,0.0,65.12,22.0,1011.29,Overcast,64.08,24.55
2024-03-17,Ho Chi Minh City,10.76,106.66,36.9,24.6,29.6,0.2,61.54,23.0,1010.73,Light drizzle,65.08,23.77
2024-03-18,Ho Chi Minh City,10.76,106.66,37.0,24.7,29.2,0.0,64.88,27.6,1009.73,Overcast,60.67,23.76
2024-03-19,Ho Chi Minh City,10.76,106.66,37.2,24.9,29.4,0.0,62.79,30.1,1010.35,Overcast,31.92,23.77
2024-03-20,Ho Chi Minh City,10.76,106.66,36.5,23.5,29.3,0.0,58.92,21.8,1011.15,Overcast,22.92,24.12
2024-03-21,Ho Chi Minh City,10.76,106.66,36.0,25.2,29.5,1.2,59.42,20.9,1009.87,Moderate drizzle,18.29,23.37
2024-03-22,Ho Chi Minh City,10.76,106.66,36.6,25.4,29.4,0.0,62.46,26.4,1007.88,Overcast,29.92,23.11
2024-03-23,Ho Chi Minh City,10.76,106.66,34.3,25.5,29.1,0.7,68.04,21.4,1008.71,Light drizzle,27.04,23.05
2024-03-24,Ho Chi Minh City,10.76,106.66,35.9,25.5,29.5,0.0,67.62,20.8,1010.15,Partly cloudy,18.0,24.45
2024-03-25,Ho Chi Minh City,10.76,106.66,36.4,25.3,29.6,0.0,69.25,22.1,1009.79,Overcast,39.58,21.86
2024-03-26,Ho Chi Minh City,10.76,106.66,38.0,25.8,30.5,0.0,62.08,25.2,1010.67,Overcast,54.42,24.77
2024-03-27,Ho Chi Minh City,10.76,106.66,36.8,26.8,30.7,0.6,59.54,18.5,1011.59,Light drizzle,28.54,22.8
2024-03-28,Ho Chi Minh City,10.76,106.66,36.0,26.3,30.4,0.0,66.5,16.1,1010.11,Overcast,98.04,23.22
2024-03-29,Ho Chi Minh City,10.76,106.66,36.0,26.1,30.1,0.1,69.38,20.9,1009.83,Light drizzle,92.08,21.78
2024-03-30,Ho Chi Minh City,10.76,106.66,36.5,26.4,30.4,0.0,68.62,19.8,1011.02,Overcast,64.08,23.62
2024-03-31,Ho Chi Minh City,10.76,106.66,36.8,26.0,30.5,0.6,69.5,16.3,1010.4,Light drizzle,83.29,22.64
2024-04-01,Ho Chi Minh City,10.76,106.66,36.2,26.5,30.6,0.2,69.5,17.6,1008.41,Light drizzle,28.67,23.49
2024-04-02,Ho Chi Minh City,10.76,106.66,36.0,27.2,30.4,0.2,67.96,17.6,1007.66,Light drizzle,39.5,22.47
2024-04-03,Ho Chi Minh City,10.76,106.66,36.3,26.0,30.5,0.0,65.62,18.8,1008.18,Overcast,55.21,24.18
2024-04-04,Ho Chi Minh City,10.76,106.66,36.3,26.8,30.7,0.2,66.42,19.3,1007.56,Light drizzle,49.25,21.98
2024-04-05,Ho Chi Minh City,10.76,106.66,35.9,27.1,30.4,0.5,67.71,22.5,1007.25,Light drizzle,77.25,20.78
2024-04-06,Ho Chi Minh City,10.76,106.66,35.7,26.5,30.3,0.0,62.12,19.8,1007.68,Overcast,29.0,22.91
2024-04-07,Ho Chi Minh City,10.76,106.66,37.2,26.2,30.6,0.0,66.25,22.7,1007.09,Overcast,59.08,23.34
2024-04-08,Ho Chi Minh City,10.76,106.66,36.6,26.5,30.8,0.0,66.58,22.1,1007.7,Overcast,28.33,22.93
2024-04-09,Ho Chi Minh City,10.76,106.66,39.1,26.6,31.2,0.0,61.58,23.9,1008.04,Overcast,88.0,25.96
2024-04-10,Ho Chi Minh City,10.76,106.66,38.0,26.8,31.5,0.0,56.33,23.9,1009.17,Overcast,89.29,24.7
2024-04-11,Ho Chi Minh City,10.76,106.66,39.2,26.6,31.4,0.4,55.92,20.7,1008.47,Light drizzle,54.12,24.44
2024-04-12,Ho Chi Minh City,10.76,106.66,39.2,26.7,31.4,0.0,58.96,23.5,1008.17,Overcast,82.62,24.98
2024-04-13,Ho Chi Minh City,10.76,106.66,35.2,27.5,30.7,0.2,65.42,18.5,1008.22,Light drizzle,74.58,22.73
2024-04-14,Ho Chi Minh City,10.76,106.66,37.2,26.3,30.6,0.0,64.92,24.5,1008.97,Overcast,44.79,23.84
2024-04-15,Ho Chi Minh City,10.76,106.66,36.4,26.9,30.7,0.1,65.92,21.2,1009.5,Light drizzle,35.42,23.47
2024-04-16,Ho Chi Minh City,10.76,106.66,37.8,27.0,31.1,0.0,64.54,25.2,1008.08,Overcast,30.04,24.95
2024-04-17,Ho Chi Minh City,10.76,106.66,36.7,27.1,31.0,0.0,62.5,19.7,1007.82,Overcast,63.04,23.74
2024-04-18,Ho Chi Minh City,10.76,106.66,37.2,25.8,30.7,0.0,64.42,20.8,1006.92,Overcast,55.83,23.91
2024-04-19,Ho Chi Minh City,10.76,106.66,36.7,26.5,30.6,0.7,67.42,19.0,1005.93,Light drizzle,36.08,23.12
2024-04-20,Ho Chi Minh City,10.76,106.66,36.3,26.6,30.8,0.2,63.38,18.5,1005.91,Light drizzle,71.62,23.3
2024-04-21,Ho Chi Minh City,10.76,106.66,37.2,26.5,31.0,0.1,60.62,19.8,1006.58,Light drizzle,52.5,23.77
2024-04-22,Ho Chi Minh City,10.76,106.66,36.7,27.0,31.2,0.0,62.96,18.8,1006.42,Overcast,65.46,22.87
2024-04-23,Ho Chi Minh City,10.76,106.66,37.1,26.5,31.2,0.0,61.62,18.5,1006.18,Overcast,75.25,24.87
2024-04-24,Ho Chi Minh City,10.76,106.66,37.8,27.5,31.7,0.0,65.33,20.0,1005.93,Overcast,62.79,24.48
2024-04-25,Ho Chi Minh City,10.76,106.66,38.3,27.9,32.1,0.0,65.83,20.8,1006.08,Overcast,39.38,24.82
2024-04-26,Ho Chi Minh City,10.76,106.66,37.7,28.4,32.0,0.3,65.83,21.4,1005.72,Light drizzle,72.54,24.26
2024-04-27,Ho Chi Minh City,10.76,106.66,38.2,27.8,32.1,0.0,66.08,18.4,1005.41,Overcast,36.04,24.91
2024-04-28,Ho Chi Minh City,10.76,106.66,37.9,28.0,32.1,0.6,64.12,18.0,1006.7,Light drizzle,25.83,24.07
2024-04-29,Ho Chi Minh City,10.76,106.66,38.5,27.5,32.1,0.3,66.46,21.8,1006.96,Light drizzle,78.71,24.75
